adj.P.Val,logFC,P.Value
0.8054233731,0.1621903607,0.2693810341
0.3013960364,0.6540461407,0.0255057177
0.5145203053,-0.3040601035,0.0779324265
0.9378004581,-0.176956359,0.532164166
0.3028774532,-0.3468675227,0.0258105305
0.9434935479,-0.1766752034,0.5532263633
0.9941325127,0.0252490524,0.8527346936
0.9699656721,0.3977192288,0.6608823011
0.8845899019,0.3042854438,0.3958565084
0.792968406,-0.1579429044,0.2546394052
0.9894172686,0.1207763807,0.7905721492
0.55119683,-0.6975791354,0.0922289946
0.8826035613,0.1995054429,0.3933890621
0.000442,0.6256292152,0.00000301
0.5144608206,0.2580614273,0.0776622493
0.9916692318,0.0913612977,0.8256191137
0.9995327291,0.0036818672,0.9810641621
0.988138203,-0.0429489056,0.7725987288
0.864327212,-0.1135747859,0.3535816413
0.9306243652,0.1193390024,0.5125464004
0.9091855833,-0.3021224039,0.4445825031
0.9994796892,0.0691790738,0.9669068449
0.9608022592,-0.269398572,0.6162236384
0.9306000498,0.0777840336,0.5119776362
0.7293362491,-0.2791923308,0.1962877404
0.8759914059,0.9897262745,0.3779753844
0.9328988086,-0.133083686,0.5180006826
0.9941325127,-0.0221343016,0.8542119698
0.9402907355,0.0962510531,0.5405218704
0.9055119729,-0.1031594365,0.4368434786
0.9994796892,0.0092695151,0.9692825776
0.984594308,-0.0517942768,0.7513787453
0.9583446931,0.1060100546,0.6088663726
0.9359888028,-0.1487474595,0.526688739
0.6661755943,0.4002944113,0.1489636253
0.1473752538,-0.6713692219,0.0072497702
0.9133794795,-0.2625302302,0.4584484936
0.719619944,-0.4744159785,0.1859520122
0.0002510164,0.7718667791,0.00000162
0.8806096989,-0.3409979728,0.3895290216
0.9941325127,-0.032561469,0.8533582193
0.9994796892,0.0083276254,0.9528910532
0.9994796892,-0.0119203813,0.9515231466
0.4230224115,-0.4472057411,0.0495415376
0.7543642937,0.167974579,0.2178471785
0.7465960548,-0.4665736265,0.2096691202
0.6072265226,0.3293301078,0.1157514746
0.9664389209,0.4286738793,0.6362842246
0.4456778417,-0.5078569833,0.0557592402
0.9581302157,0.1551124741,0.6080678282
0.8205291186,0.516576599,0.2916455576
0.1237316505,-1.2798966924,0.0053637005
0.8081372644,-0.5395725551,0.2724380982
0.5215401177,-0.7368003601,0.0807387995
0.6480747343,-1.3847460605,0.1377806757
0.0751905172,-1.2633502721,0.0025318422
0.8653005105,-0.2662738154,0.3548929048
0.9947273519,0.0246067508,0.8777676435
0.9324083594,-0.1880870823,0.5169816271
0.9941325127,-0.0243663603,0.8494766494
0.9995327291,0.0065511576,0.9794314111
0.9902165516,0.0373452775,0.7950793092
0.9924468807,-0.0293774418,0.827071734
0.9801699997,-0.4094431946,0.714161805
0.8546274811,-0.2184119189,0.3333686326
0.6749953997,-0.5641570893,0.1549907923
0.9608022592,0.1568790801,0.6162363018
0.9995327291,-0.0206260225,0.9732016854
0.6694149845,0.2078603768,0.1502168019
0.4417547799,0.2755407101,0.0541560738
0.8466118483,-0.1764529824,0.3232817489
0.7103017586,-0.7121835973,0.1804614587
0.9686655077,-0.2100312445,0.6543030687
4.19E-09,-1.8924995853,8.47E-12
0.6009110976,0.2579560465,0.1120563256
0.9973745623,0.0876941813,0.9308592424
0.4543364772,-0.359766217,0.0579192645
0.5033313851,-0.627949772,0.0741801217
0.3400003647,-0.287067964,0.0319789027
0.9196406645,-0.1772983045,0.4742835329
0.2346440315,-0.396987442,0.0157264825
0.9947273519,-0.0896569702,0.8862970886
0.9672002827,0.2877248716,0.642229075
0.6993196973,0.6532461776,0.1717771268
0.9830961358,0.2376835785,0.7413724488
0.5190004275,-0.2424842699,0.0800512163
0.8152175324,0.1518287551,0.2825931814
0.9973745623,-0.0173492395,0.9328308818
0.9249465723,-0.0958822381,0.4938002654
0.8243491067,0.134921154,0.2941704515
0.8664021672,0.1385230555,0.3582565493
0.9924860248,0.0767894091,0.8276188688
0.9947273519,0.0265555543,0.8744922265
0.9994796892,-0.0054332157,0.96720967
0.9233941115,0.2729920772,0.4909493808
0.6561015301,-0.2203604672,0.1428509852
0.3857378017,-0.3215279724,0.04155623
0.7039362429,0.7948635038,0.1751954518
0.9952331794,0.0212783853,0.9034677828
0.6072265226,0.9551059797,0.1157283272
0.9916044256,0.0468101817,0.8039260409
0.9947273519,0.2067828665,0.8613154706
0.7443727739,0.2610878081,0.2073171795
0.8426009067,-0.2546238996,0.3173807246
0.492169857,1.3897720489,0.070807407
0.9947273519,-0.0632758989,0.8669427127
0.7792363055,-0.2591627761,0.242072272
0.872080563,-0.521309429,0.3722056527
0.1775902822,1.2857941698,0.0098146129
0.4391750387,0.332717785,0.053644665
0.7035542335,0.4268417336,0.1743775181
0.9378004581,0.1230102929,0.5329021907
0.8966765934,0.1051462676,0.4186565557
0.9994796892,-0.0708677299,0.9454142726
0.9995327291,-0.0193237157,0.9833331372
0.4224287239,-0.4819059062,0.0492809621
0.6851678582,-0.288284451,0.1633929473
0.9856489845,0.1793508241,0.7583365172
0.9813881822,-0.5513253015,0.7190579946
0.6702238306,0.2333414847,0.1509608529
0.7289733801,0.243087127,0.195955504
0.8964078316,-0.2342260601,0.417196929
0.8167752369,-0.1729620633,0.2861222524
0.8968868328,0.0969056697,0.4194830141
0.9478329764,0.0952060476,0.5700718941
0.0402690808,-0.6849153549,0.0009791076
0.8283730799,0.1641387615,0.2991785725
0.7704967647,-0.1891368002,0.2332429345
0.4879276092,-0.918226801,0.06898483
0.8993978862,0.576354123,0.424213748
0.666,0.4633659656,0.148409669
0.8858410166,-0.5014444752,0.3981386173
0.3576821488,-0.4852039013,0.0356022125
0.9973745623,-0.0596289784,0.9320568235
0.9538959168,0.5606750166,0.592523182
0.9414060509,0.0837681128,0.542133997
0.5402530452,-1.0121915216,0.0873279175
0.9432348625,-0.13671698,0.5493446692
0.9555452447,0.3151692147,0.6016586429
0.7289733801,0.1843434613,0.1959046992
0.9887610293,-0.1726672832,0.7807794631
0.1038864319,-0.3351174714,0.0039961187
0.9418744555,-0.1185670823,0.5432650692
0.680066034,0.2193776831,0.1595237349
0.9508381182,0.0780748211,0.5795291819
0.9916692318,0.2328668813,0.8125536847
0.7610465895,0.5605840474,0.2226368326
0.9916692318,0.2509839169,0.8152946636
0.8461737083,0.4203887796,0.3226231639
0.8554430409,-1.2221370881,0.3369976979
0.1865067329,0.55893107,0.0107277745
0.9050852578,-0.1035582914,0.4331194002
0.5155864545,0.2362197028,0.0783134826
0.7715644696,-0.191457792,0.2350425979
0.9709037229,0.0515954955,0.6636668927
0.9941325127,0.0279090833,0.8480589855
0.8774768286,-0.4872691946,0.3825884202
0.9816638864,0.0724659723,0.726910681
0.1767749476,1.3765025894,0.0097236969
0.2691174356,0.2972522089,0.0201034206
0.9941325127,0.0669201688,0.8517217602
0.9418744555,0.111967128,0.5429941418
0.2865552586,-0.5140867637,0.0228933183
0.7327614274,0.4582274904,0.1990727729
0.8705968493,0.1219281526,0.370521996
0.60352684,0.3841538595,0.113083063
0.9856489845,-0.370604087,0.7566432724
0.9973745623,-0.0564092125,0.9215442401
0.8314680464,-0.3492093138,0.3030638822
0.9947273519,0.0302777333,0.8869547972
0.8993978862,0.858660706,0.4246061032
0.9093947342,-0.259602492,0.4460123197
0.1390221298,0.3757830788,0.0064656391
0.0112085968,0.5511584538,0.0001826225
0.7715644696,-0.3639037735,0.2350404987
0.7455384222,0.3032725582,0.2091144355
0.9432348625,0.2225799937,0.5493659034
0.5640188282,-0.2969567057,0.0974097887
0.0465949378,0.5231882067,0.0012284831
0.9947273519,-0.0438923097,0.8860641581
0.8664021672,-0.5690897687,0.3572075985
0.6840214,-0.4715961447,0.1620050684
0.4803620445,0.26810463,0.0665172641
0.9109428794,-0.5256973026,0.4514007021
0.9359888028,0.2989565505,0.526814511
0.945654101,-0.3537797055,0.562235965
0.803728588,-0.5191861771,0.2673340463
0.8635630721,-0.2850257705,0.351028197
0.8546274811,-0.1439347711,0.333698048
0.9875923885,0.1616130058,0.7710216696
0.000519615,0.6988671463,0.00000367
0.0035152678,0.6219744785,0.0000389
0.9024177919,0.1736763116,0.4291987059
0.9690753961,0.0837439713,0.6559844294
0.9157548824,-0.1645882353,0.4628808596
0.9609013862,0.0738125853,0.6196178091
0.00000303,-1.2022898553,1.14E-08
0.0011651667,1.1632263334,0.00000995
0.1473752538,0.3922952571,0.0072022405
0.0005771857,-0.8612468735,0.00000425
0.9947273519,0.023747413,0.8987342733
0.7907746318,0.3103849316,0.2523123794
0.9286896692,0.2135276478,0.505363338
0.9994796892,0.0336637046,0.9483569561
0.5190004275,-0.2919183062,0.0799997272
0.3847735963,-0.3208416005,0.041334326
0.9916692318,-0.1597989855,0.8092485077
0.7932816872,0.1858598062,0.2550925066
0.9226172133,0.6060068914,0.48822782
0.138,0.4176307729,0.0064183855
0.4446092919,0.3269170248,0.0555157944
0.8806956579,0.2242686398,0.389974501
0.2796399674,0.4542246604,0.0216932036
0.8793172019,0.1461278299,0.3868290342
0.4321961062,0.2920937068,0.051826695
0.0735587816,2.199058024,0.0024507087
0.9588593887,-0.3778079464,0.6097925572
0.6307206012,0.7606152097,0.1274582512
0.3364604465,-1.0073931283,0.0312183173
0.5679014157,0.2999278088,0.0992860133
0.6478662373,0.1915063315,0.1375689209
0.9483878504,0.1065242619,0.5721326328
0.9935944417,-0.225554372,0.8397492589
0.9899079886,0.0419439873,0.7935952711
0.8993978862,0.104056608,0.4241569454
0.5732447555,-0.7013734261,0.1011043636
0.9994796892,0.0392458918,0.960188139
0.658139922,-0.4774915914,0.1440798071
0.9769971693,0.0672776883,0.6979300925
0.5647410674,0.3258658785,0.0978714142
0.615060836,0.2613566991,0.1194644977
0.953,-0.3271645613,0.5870041837
0.4071031408,-0.3078569995,0.0460086447
0.4819128218,-0.5655631559,0.0670499818
0.9050852578,0.1055954731,0.4336938429
0.4298682628,-0.345910877,0.0511577411
0.9825514708,-0.0377543709,0.736162535
0.9947273519,-0.026759676,0.8711171248
0.8780349433,0.1208515362,0.3836882875
0.96008618,-0.2772342952,0.6127454247
0.898006744,-0.3378850413,0.4218912306
0.9382475815,1.108716638,0.5340043674
0.7749729144,-1.5598999479,0.2382457179
0.4527387854,-0.4271001202,0.0574026464
0.6050737133,0.3021488748,0.1136417698
0.9219983226,0.0911697357,0.4856613579
0.9977458165,-0.0127935665,0.9360719177
0.9995327291,0.0034598631,0.9775424132
0.7613876871,-0.1851532025,0.2231064856
0.7548599109,0.1892217461,0.2185505174
0.9935944417,0.0263357747,0.8435433613
0.9947273519,-0.0247362726,0.8830183128
0.4224287239,0.8954523664,0.0493747926
0.9351248394,-0.2611036697,0.5243599848
0.6257837169,-0.4756512759,0.1248539548
0.9947273519,-0.0488930997,0.9007257645
0.5566902222,-0.7379427816,0.0940085172
0.7944446084,-0.2369141547,0.2557691839
0.6846133117,-0.4540754428,0.1625380471
0.6279769303,0.2258433223,0.1259518732
0.9916692318,0.1496656022,0.8081471443
0.7100260722,-0.1809582589,0.1801753148
0.9094554829,-0.131410762,0.4469740786
0.9935944417,-0.0537770712,0.8436755648
0.9780212539,-0.0744688327,0.7043858674
0.9508381182,0.3278271381,0.5823395652
0.9304586216,-0.1194800646,0.5084946242
0.9555452447,-0.066649621,0.6014638263
0.491288085,-0.530019786,0.0702974892
0.526785906,-0.2451269316,0.0825534548
0.9739822423,0.0906695062,0.6796352244
0.9816638864,0.0572914366,0.723692976
0.8664021672,0.1012901822,0.3578264781
0.7033658323,-0.2025931317,0.1742613679
0.9973745623,0.0119328145,0.9276576376
0.7446523128,-0.1883508241,0.2085896131
0.6540527084,0.2425195596,0.1411312488
0.1453376339,-0.5050389171,0.0070453713
0.9947273519,-0.0314175963,0.8928311424
0.9799003543,0.0590305973,0.7098883134
0.7649292151,-0.9812074407,0.2276109041
0.1323839604,0.8113937684,0.0059507856
0.8639891672,-0.4188203863,0.3527547798
0.9856489845,-0.5980600952,0.7564148649
0.2242421473,0.3448415577,0.0146254506
0.9916692318,-0.0383728271,0.8217734856
0.0268576019,2.0657970216,0.0005648928
0.8901977258,0.1267512136,0.4075509393
0.9453307431,0.1102910662,0.5583957148
0.9999047411,0.0010606423,0.9967039262
0.9994796892,-0.0058041087,0.9596270205
0.9208112216,0.0922791773,0.4791932483
0.9955724513,0.1338428138,0.9080830331
0.9233941115,-0.0983391151,0.491579103
0.9977458165,-0.009912903,0.936169352
0.9994796892,0.007061392,0.9477638098
0.9676350952,0.0668449848,0.6493156139
0.8738182885,-0.0981377341,0.3747400836
0.9402907355,0.1377552764,0.5399940151
0.9726936825,0.0644688761,0.6722855806
0.9947273519,-0.0260140393,0.8719905423
0.9745892884,0.0552086384,0.6848205171
0.0707813485,-0.687865157,0.002316413
0.9973745623,-0.010670567,0.9216135013
0.792938877,-0.1771599607,0.2544459116
0.4009101043,0.2911620614,0.0448534757
0.9995327291,0.0039148818,0.9830907903
0.762794791,0.1730276628,0.2250853679
0.9812641871,-0.0657846765,0.718635182
0.9538490493,0.0760541441,0.5918864663
0.9617755449,-0.0562535376,0.6230573162
0.9921773774,-0.0266160539,0.8266022053
0.9745892884,0.0646741264,0.6847241086
0.7169712252,0.2092743902,0.1844641579
0.7972920496,-0.1391316033,0.2588620775
0.9904981185,0.0254177949,0.7956541632
0.9947273519,-0.0283549778,0.8615426791
0.9979970729,-0.0810239157,0.9375502021
0.9973745623,-0.0143969027,0.9314637545
0.9371381184,0.1340006657,0.5304773639
0.889228984,-0.1175462564,0.4060511544
0.7224785478,0.1843529782,0.1889976759
0.9994796892,-0.0084438947,0.9503949481
0.9916692318,0.0268724822,0.8216443151
0.9916692318,-0.0278185224,0.8200096938
0.9770103795,-0.163716602,0.7007416614
0.3784378207,0.3519315546,0.0397234525
0.9769971693,0.0568914427,0.6990926433
0.6770474111,-0.7726720714,0.1567306803
0.8617768093,0.5982385432,0.3466158111
0.489705816,-0.3213055843,0.0697829765
0.9830961358,-0.1946850408,0.7431159918
0.8780766066,0.3171505221,0.3842171366
0.4015468804,-0.2428567706,0.0450634966
0.9458767963,-0.0764442254,0.5635845353
0.9800078258,0.1273903431,0.711053628
0.7958568343,0.3075022132,0.2575316329
0.9816638864,0.0740105231,0.7243552314
0.9402907355,0.0899685843,0.5402768167
0.1322082836,-0.3992814401,0.0059269834
0.3537333151,-0.2628860777,0.0347247108
0.7984096463,-0.1770967962,0.2608358349
0.9985445539,0.0529761091,0.9417094602
0.9676291867,0.0605550299,0.6459775469
0.9990607403,-0.0088464716,0.9435241675
0.9626055499,-0.0632777234,0.6252869461
0.751629562,0.1928467799,0.2142741725
0.8549018384,0.1130086053,0.3344640855
0.9233941115,0.1194102624,0.4916550568
0.1418212006,0.4702540541,0.0067570583
0.5227618393,-0.2589025145,0.0812766383
0.9213531621,0.1068835519,0.4798479628
0.9914308548,0.0368584039,0.8031527375
0.9749882445,0.0488016584,0.6905990795
0.4134006592,0.2776777192,0.0474111602
0.9563373618,0.0759245413,0.6039652036
0.8639891672,-0.145857648,0.3522217112
0.4996322027,0.2892049983,0.0727222146
0.9252310738,0.1029188302,0.4943926659
0.0045108404,-0.963050944,0.0000548
0.8664021672,0.1775580732,0.3595700302
0.9079511646,-0.493008486,0.4432543689
0.6802645823,-0.9008880736,0.1597610121
0.2901519735,-1.211899068,0.0234654356
0.9856489845,0.0513282248,0.7613593109
0.0158024356,-0.6554264602,0.0002808767
0.9872669646,-0.0377299357,0.7699990671
0.991,-0.0379777502,0.7989348524
0.9916692318,-0.0363249567,0.8200935751
0.418187328,0.2909331889,0.048396914
0.8618181127,0.1211093652,0.346956892
0.9889591608,0.03314356,0.7865206958
0.8073013292,-0.2040042226,0.2719968535
0.9830961358,-0.0549658583,0.7420908725
0.125430775,-0.3384238485,0.0054804343
0.9973745623,0.0146492643,0.9221719096
0.9427875931,-0.080057473,0.5477328729
0.9894172686,-0.0407010011,0.7889124349
0.4768454007,-0.2351852011,0.0651677727
0.8733718947,0.1801520347,0.3740771443
0.7731729018,0.2613101714,0.2367541393
0.9899079886,-0.0413069884,0.7925217214
0.9681127022,-0.0734008611,0.6523692478
0.8478544596,0.1204035114,0.3268414141
0.4130236915,0.4517308974,0.0473028074
0.9160752883,-0.1331847898,0.4654765153
0.8697276399,0.2249159654,0.3673605194
0.9856489845,0.0428019381,0.7588282424
0.9856489845,-0.0337939078,0.7607596232
0.9947273519,-0.020159818,0.8776019355
0.7249157689,-0.24119676,0.1908139994
0.956463032,-0.0992129595,0.6047430428
0.6956402671,0.2270304859,0.170183588
0.8947522164,0.1317316876,0.4140557587
0.6115762438,0.2470119398,0.1181900306
0.9800078258,0.0713587213,0.7125490575
0.5534211116,0.271381238,0.093117442
0.9745806468,-0.0609373781,0.6817406301
0.9812641871,-0.0438474363,0.7187009231
0.9791899728,0.0540482652,0.7079785084
0.9999047411,0.0012691543,0.9925378463
0.5266493547,0.242214405,0.082385647
0.9916692318,-0.0679824884,0.8073041461
0.9916692318,0.0370758419,0.8231115298
0.955153316,0.1713348928,0.5993963189
0.9700743072,-0.1378522714,0.6617581856
0.9856489845,0.0605160567,0.7624150209
0.9608022592,0.0617198537,0.6179249178
0.9555911498,-0.080045136,0.6018799397
0.8991933638,-0.1023104535,0.4238026983
0.9956922504,-0.0193752541,0.911942959
0.9283024116,-0.1180736606,0.5033121657
0.9676291867,0.0959647172,0.64630532
0.2150656991,-0.3573433614,0.0136340653
0.803728588,0.1593544172,0.2674661448
0.9999047411,-0.0013499014,0.9922007015
0.9061793219,0.1263951597,0.4399618736
0.9749882445,-0.0697136572,0.689349498
0.2967814488,-0.3888213214,0.0247635355
0.362341579,-0.2530989237,0.0366205793
0.8762019383,0.1180516417,0.3792014
0.4298682628,0.6215806564,0.051140056
0.4558681569,0.3019296644,0.0586291567
0.1470515968,0.3771428011,0.0071587279
0.9538490493,-0.1073261882,0.5895556314
0.8662109249,0.1834400899,0.3561064174
0.9838561332,0.0609242469,0.7469419934
0.8639891672,-0.3490649395,0.3527800501
0.7109388221,-0.185624547,0.1809464613
0.9734725856,0.0491486217,0.6753357427
0.9692813298,0.0626785242,0.6584427349
0.6855484828,-0.3069840307,0.163517563
0.7535693544,0.2190786792,0.2173146564
0.9216576025,-0.3498394412,0.4805988076
0.898006744,-0.1496338737,0.4223621604
0.8546274811,-0.4505586346,0.3333221958
0.4540329715,0.2849522208,0.0578357394
0.8762019383,0.1341053639,0.3796332772
0.4233637943,-0.2911051645,0.0497902912
0.9769733552,0.0625703242,0.6968443584
0.9947273519,-0.0246707405,0.8677158134
0.1187226533,-0.8049828037,0.0050293293
0.7693539247,-0.1749207356,0.2320804136
0.9236196981,-0.0984542711,0.4923222675
0.8609539164,0.1324115894,0.3446961246
0.8167752369,0.1629987428,0.2852558001
0.854535598,-0.2136856743,0.3329710151
0.9462904015,0.1390211793,0.5657378277
0.9973745623,0.0140954001,0.9220487049
0.7954934028,0.23704957,0.2569471736
0.2126590236,0.348383207,0.0133757515
0.8806956579,0.4931709391,0.3900261207
0.9947273519,-0.0608111592,0.8895868363
0.9824995182,-0.055563324,0.7360742416
0.9611564868,0.0596127396,0.6216506744
0.8900007901,-0.1106095193,0.4072542373
0.4632611194,-0.3050445158,0.061004643
0.9639555852,-0.0763371277,0.6286128849
0.6688372194,0.4550110472,0.1500541288
0.678494094,-0.2810860288,0.1579825292
0.9940590222,-0.0367121597,0.8462003638
0.843922795,0.3369579369,0.3202939925
0.748270571,0.1687691056,0.2117456906
0.5553427958,-0.223402781,0.093690448
0.919794267,0.2367543357,0.4752141287
0.7280053573,-0.709131499,0.1935003647
0.9856489845,-0.3012805022,0.7546985083
0.9947273519,0.0151879481,0.8994141257
0.8297373776,0.8311610583,0.3006128605
0.3607086246,0.3582809476,0.0362728442
0.9551945206,0.1731724406,0.6000552663
0.9216576025,-0.1627584596,0.481918463
0.8106451736,-0.1741126321,0.2764625908
0.0129181702,0.8278695193,0.0002174926
0.9999047411,-0.0013685687,0.991250103
0.9984948117,0.0096791678,0.9408051065
0.7478416205,-0.162663929,0.2114801999
0.912762222,-0.1814294416,0.4549432816
0.9941325127,0.0335066913,0.8498698666
0.6965210074,0.2014138453,0.1706741266
0.9179051608,0.6256834461,0.4692240828
0.9947273519,-0.0769228595,0.8780442587
0.9947273519,-0.0250885133,0.8807155865
0.9994796892,0.005871363,0.9557463452
0.4553006802,0.3632727016,0.0583988175
0.9216576025,0.0998699337,0.482591257
0.7526827537,0.148976899,0.2164295631
0.7478416205,0.1442748577,0.2113228086
0.9350110575,-0.2008053042,0.5233433074
0.9916692318,-0.0297295584,0.8139443004
0.0000289,0.7854803164,0.000000136
0.9994796892,-0.0274655273,0.9627420563
0.6561015301,0.2351580565,0.1431374259
0.9132027798,0.1072161967,0.4578638407
0.9947273519,-0.0520595653,0.858093807
0.7271240117,0.1626239422,0.1925740701
0.364516905,0.3027660221,0.0371009205
0.7649292151,-0.2390258867,0.2275320181
0.9994796892,-0.0197614752,0.9483749986
0.9826403897,0.0536497874,0.7376554508
0.9402907355,0.0852137108,0.540450793
0.8448275502,0.1323378417,0.3209375398
0.6795056276,-0.3166099632,0.1589961842
0.9947273519,0.0289715594,0.8947078637
0.9916692318,0.0795956646,0.808583161
0.9985445539,0.0108565091,0.9414066515
0.8185051546,0.1596151189,0.2885822706
0.9721676879,0.0654154688,0.6689265922
0.674354374,0.2354543084,0.1542218554
0.3007484373,-0.3845333499,0.0254063679
0.9061793219,-0.164384297,0.4399946661
0.8677891539,0.114604184,0.3634873511
0.7852873033,0.1625871423,0.2467523496
0.9528840505,0.0671419037,0.5882720533
0.9486993309,0.0681004537,0.5753568783
0.6478662373,-0.2718919743,0.1365858019
0.9995327291,0.0043833411,0.9773018929
0.7090439335,0.1868411228,0.1781949941
0.8825303631,-0.1496763698,0.3926486807
0.8664021672,0.5002331461,0.358716338
0.9446027383,-0.1129831242,0.5559696477
0.4490431129,0.2499113321,0.0563576376
0.9677452854,-0.0871430972,0.6510568602
0.9947273519,-0.0213283292,0.8605869388
0.2121759781,0.405910394,0.0132384686
0.9856489845,0.0651559225,0.7611298416
0.9153333846,-0.1641897593,0.4606946046
0.688530568,-0.1977933124,0.1655546493
0.9127830404,0.0965757806,0.456787071
0.9900619069,0.0772885762,0.7944015387
0.9947273519,0.1126570953,0.8796810759
0.1878711522,-0.3976023343,0.0108619097
0.7190551107,0.2205862808,0.1857103429
0.9440816985,0.095820957,0.5550763213
0.8731483782,0.1523844213,0.3735458406
0.002688287,0.7871600654,0.0000283
0.6773952232,-0.3461459235,0.1574925499
0.9757604457,0.0737157554,0.6928462036
0.9973745623,0.0132854939,0.9312415768
0.9608603345,-0.7537729347,0.618434646
0.955153316,-0.0639192013,0.5985862822
0.7054569429,0.2234760037,0.1759288545
0.9513123192,-0.3019777758,0.5846311763
0.9262898207,-0.1000330262,0.4976281001
0.2444876932,-0.5022907569,0.01709767
0.7658388194,0.2435253005,0.2281559907
0.9984141052,-0.0169420854,0.9404928761
0.9959164045,0.0218952194,0.9141724344
0.9862298642,0.1900386371,0.7661987923
0.8349532677,-0.1632147301,0.3071265931
0.3118627583,0.9673150188,0.0273614959
0.827426074,-0.161876065,0.2978506517
0.8471748455,0.1395679509,0.3260874442
0.9655662487,-0.073424373,0.6313794509
0.9185763425,0.1146784903,0.4720099135
0.9466363478,0.0823816207,0.5676335501
0.972042696,-0.0546651557,0.6680876046
0.6307435076,0.2246178041,0.1276246317
0.9672002827,-0.1558985307,0.6428084406
0.9185763425,-0.4241789655,0.4723951299
0.931,0.3410857429,0.5124537435
0.5509968748,0.8434288673,0.0921539506
0.9690753961,0.091081112,0.6558252237
0.6651388527,-0.2162565057,0.1478245778
0.8546274811,-0.2228652448,0.3332879718
0.6505315859,-0.576555629,0.1389774944
0.9264316028,-0.0964450755,0.4983301002
0.8167752369,0.1476680151,0.2866370718
0.9639072752,-0.0909123875,0.6279593153
0.9555559182,-0.3252028015,0.6017633918
0.9819264495,0.0411291626,0.7344212955
0.9979970729,-0.010259196,0.938256003
0.7783651319,0.2545871369,0.241414237
0.7865543517,0.1461548966,0.2478359493
0.9898250118,0.0360638144,0.7920984762
0.9856489845,-0.2542912781,0.7564084221
0.8585535098,-0.1507436415,0.3407628585
0.9916692318,-0.392596102,0.8238965087
0.9819264495,-0.1428783654,0.7343338349
0.999,0.009186167,0.9418272419
0.6455492127,0.2397490869,0.1345345723
0.9999047411,-0.0006628243,0.9957167794
0.9916692318,-0.0343579279,0.8112708013
0.8585535098,0.2332718792,0.3406904814
0.9434062101,0.2121332808,0.5528898841
0.9875075884,0.0391577846,0.7705295952
0.9860266064,0.0437799231,0.7656870971
0.96628347,0.0624513853,0.6336156209
0.9508373812,-0.3040581597,0.5792437949
0.5566052443,0.2245102663,0.0939309137
0.995,-0.0137925088,0.9060173851
0.9314660656,0.1180325218,0.5149709135
0.9955724513,-0.0180751591,0.9077361301
0.9954952453,0.019600405,0.90569719
0.9997483241,-0.0014368404,0.9896531428
0.9994796892,0.0131429448,0.9566966556
0.6838221783,0.2032918897,0.1616540234
0.6709115859,-0.2079930092,0.1516240667
0.5612759539,-0.2291741659,0.096444942
0.6597811917,0.2652438986,0.1449970062
0.9997296502,0.0027140623,0.9882858896
0.6155815736,0.1861621355,0.1198325685
0.9976633217,-0.0136406616,0.9339732518
0.5612759539,0.266553592,0.0965308018
0.9994796892,-0.0047070271,0.9679452423
0.9947273519,-0.0329280655,0.8653877912
0.6846133117,0.2161173874,0.162372586
0.8454439879,0.1495792541,0.3219148827
0.9359218265,-0.0630948661,0.5263231759
0.9812641871,-0.0321236662,0.7187185845
0.9933440619,0.0302544138,0.8305368367
0.4078677091,0.3983032752,0.0461950266
0.9885180582,0.0416043363,0.7761767609
0.9947273519,0.027211779,0.8676157009
0.7396075203,-0.1607292613,0.203068896
0.9999047411,-0.0006083222,0.9975820809
0.5697008792,0.4010521713,0.1000225302
0.67731449,-0.2071929524,0.1572987111
0.9677452854,-0.1633066077,0.6510165898
0.4743121891,-0.4202723781,0.0642289838
0.5947640428,-0.2801190546,0.1097967195
0.0025152829,-0.5548172818,0.0000258
0.2936585738,0.3213145697,0.0239955041
0.9513123192,0.0993372987,0.584558702
0.9745806468,-0.314605605,0.683714636
0.5784186407,0.2282329543,0.1032469171
0.9935944417,0.0269392096,0.8404895136
0.5164031974,0.2294805316,0.0786562587
0.9745892884,-0.1039743859,0.6847499116
0.9935595852,-0.0273355038,0.8308932682
0.9916692318,-0.0490927306,0.8186583398
0.9816638864,0.3976370896,0.722483811
0.7518362572,0.1780977501,0.2143702175
0.9995327291,0.0041206484,0.9750711889
0.83591155,-0.1223857866,0.3082305329
0.9994796892,-0.0072826659,0.947608159
0.2254607818,-0.9065197943,0.014805117
0.9998049287,-0.0032163794,0.9901210263
0.915810833,0.1090732326,0.4638287511
0.9947273519,0.0382860045,0.8589388724
0.9916692318,0.0497278665,0.8213718807
2.42E-23,2.4518941043,7.18E-27
0.9123783222,-0.1114059641,0.4541245906
0.9941325127,-0.0295730409,0.8506083802
0.6713608099,0.1756434066,0.1518540948
0.9956101978,0.014988516,0.9092427091
0.9672002827,0.0604102241,0.6423588804
0.9994796892,0.0492210929,0.9461128552
0.9336086399,0.131024858,0.5201464928
0.8806956579,-0.1463221779,0.390218507
0.7718885885,-0.1870598071,0.2353699972
0.7422209774,0.1731919371,0.2051423438
0.9947273519,0.092488297,0.8814142083
0.9478329764,0.0700488771,0.5700849866
0.9314660656,0.1696430349,0.5149220742
0.7100260722,0.2661807507,0.180073157
0.2396901184,-0.3177500003,0.0164337432
0.9174485621,-0.12289863,0.4684431312
0.5997891035,0.2178666578,0.1114382694
0.6770649199,0.205676505,0.1568414282
0.8138520224,0.1327321254,0.2817328063
0.9994796892,0.0086706417,0.9548236867
