adj.P.Val,logFC,P.Value
0.8664021672,0.1369035008,0.3598509244
0.4445457952,0.5209335634,0.0553981232
0.7074538792,-0.1841216838,0.1771838346
0.9947273519,-0.0359737809,0.8804955642
0.9789826327,-0.0894253907,0.7064683598
0.9995327291,-0.0055467884,0.9743627913
0.9433780517,-0.1158604683,0.552781346
0.3762630535,-0.689102112,0.0394394422
0.9889591608,-0.1589685891,0.7859275998
0.9816638864,-0.0589212049,0.7218001562
0.9555452447,-0.0551509274,0.6009605719
0.9947273519,-0.0256118947,0.8997986136
0.7735550406,0.9378006144,0.2371022048
0.9259777712,0.1776102374,0.496914719
0.9805312309,0.0524620162,0.7154769952
0.9916692318,-0.1777934623,0.8247806495
0.9635334704,-0.0607303613,0.6270692239
0.9947273519,-0.0615124146,0.865772791
0.86881069,-0.3192635194,0.3642278843
0.8504267752,-0.1425461135,0.3298300731
0.9947273519,-0.1644872867,0.860843305
0.9947273519,-0.0236265124,0.8764694684
0.9259777712,-0.5364183203,0.4970947125
0.9978541576,-0.0288567167,0.93661752
0.939,0.3770039353,0.5357518615
0.9941325127,0.1727747343,0.8532616708
0.9723596771,-0.4329749152,0.6695714633
0.4885457647,-0.428393542,0.0693834427
0.9609013862,0.0860319197,0.6201978792
0.236,-0.9154750509,0.016014923
0.5370906481,-0.3164673491,0.0858316663
0.4409490278,-0.2914838656,0.0539484394
0.95707544,-0.1237661469,0.6058863084
0.5069261189,-0.2628212082,0.0752605332
0.4759635516,-0.3623671378,0.0647182592
0.0678871152,0.5008933838,0.0021666852
0.9995327291,-0.0054171028,0.9745900664
0.623389951,0.2114219728,0.1233332896
0.898006744,-0.5063619859,0.421794365
0.909241207,-0.1243712472,0.4451681389
0.9996008181,0.0041224409,0.9856977112
0.9947273519,-0.0262505502,0.8818533854
0.9973745623,0.0110212266,0.9263284458
0.9887610293,0.0415214597,0.7830455783
0.9999047411,0.0013136676,0.9959387045
0.8750055565,0.1597996488,0.3766110056
0.6962713743,-0.3720037062,0.1704066951
0.2706830504,-0.4692469258,0.0202461254
0.9947273519,0.0455996739,0.8982146249
0.9427143618,0.1418654092,0.5470362692
0.9885137993,-0.1080793476,0.7758600221
0.9200094488,0.1088289307,0.4759029819
0.1742062825,-0.3817118814,0.009409582
0.9676350952,-0.1701492646,0.6492960499
0.859223602,-0.4451813329,0.3427204234
0.9109428794,0.2822258378,0.4497538825
0.9745806468,-0.0785778139,0.6835678162
0.9608022592,-0.2315782558,0.617746673
0.96628347,-0.1231910516,0.6334785137
0.9817520082,0.1318488026,0.7313456256
0.3515070184,-0.3273334592,0.0343107226
0.919794267,-0.1467327534,0.4750787661
0.8376055546,-0.1517823782,0.3117758604
0.9557670296,0.2254961587,0.6023362047
0.8679614039,-0.5665275814,0.3636556045
0.1667212664,2.0358562408,0.0088007908
0.2857810117,-0.8893147539,0.0227720245
0.8533284972,-0.276685425,0.3319954905
0.9994796892,-0.0098941544,0.9579783454
0.3625310798,-0.6681020749,0.0366576307
0.9869599966,0.089443215,0.7686483647
0.7572835487,-0.156817081,0.2205970641
0.955153316,0.3374638298,0.5979568803
0.8434724601,0.1470301267,0.3192866793
0.9233941115,0.4073253368,0.4898802366
0.8011725407,0.161044891,0.2643940586
0.9907892138,0.3782744966,0.7969548834
0.9385370756,-0.1265320293,0.5343739289
0.9816638864,0.1166730795,0.7257966313
0.7277628587,0.2019309816,0.1930415036
0.910791295,0.1029842,0.4489916376
0.9973745623,-0.0152291774,0.9260028047
0.8267789728,-0.1720736884,0.296395415
0.0202665822,-0.6322314805,0.0003932441
0.0269862355,1.0664107889,0.000572481
0.9991673156,-0.010494622,0.9438350585
0.9060811184,0.1171850519,0.4390084694
0.9432348625,-0.099069544,0.5524683214
0.7249157689,0.2028905759,0.190835847
0.9432348625,-0.1091113029,0.5517232425
0.945654101,-0.2335718445,0.561554338
0.859223602,-0.1218901236,0.3426181835
0.9973745623,-0.0200238909,0.925173195
0.990629356,-0.1969783911,0.7961405262
0.9887610293,-0.0387388896,0.7828377136
0.892444096,0.1178672959,0.4108397725
0.8104490644,-0.1782678326,0.2751389307
0.4166461957,-0.3694523203,0.0480128479
0.6909173669,0.3058941694,0.167127566
0.7017919933,-0.1847658206,0.1731630372
0.9374823947,0.3110034726,0.5308573904
0.9865409728,0.1853220229,0.7670234454
0.3646749132,-0.2835120525,0.0372310369
0.9745806468,0.0897158615,0.6836665898
0.9947273519,0.0217405456,0.8746826646
0.9233941115,0.1086243162,0.4910648449
0.9894172686,0.4460677666,0.7911668999
0.9726936825,-0.1942727736,0.6715423633
0.9816638864,-0.3869522949,0.727635814
0.6516813124,0.2361260696,0.1395126973
0.8664021672,0.1490141076,0.3581945317
0.5898170005,-0.3149364234,0.1076890642
0.8420580684,0.1601736102,0.3170502039
0.9978541576,0.010435245,0.9367137898
0.969,-0.0672573831,0.6573890871
0.9947273519,0.0188905973,0.8825522667
0.8060365109,-0.1398682955,0.2703258047
0.8764369843,0.141579332,0.380666345
0.9892759337,-0.0833392615,0.7882410119
0.9916692318,-0.0291221523,0.8203055123
0.9816638864,0.1590639103,0.7300371011
0.9899079886,-0.1133134334,0.7938989348
0.6154799413,-0.2261811786,0.1196378261
0.906,-0.10369945,0.4402223248
0.4339917707,-0.4531019116,0.0523044294
0.9665745094,-0.2403617815,0.6393010966
0.9745806468,-0.2251186616,0.6813072096
0.9726936825,0.0648034601,0.670657825
0.9838561332,0.0732366827,0.748029006
0.7705587549,-0.5529355981,0.2336521388
0.9298017249,0.2055315291,0.5074838064
0.860868441,-0.970496565,0.3444308188
0.8793172019,0.2995831235,0.3868382681
0.9816638864,0.090603244,0.7280928727
0.889228984,0.1348572303,0.4055235779
0.9423075493,-0.0864295541,0.5450296718
0.9432348625,0.0878605859,0.5499518121
0.8975701905,0.2545632559,0.42
0.6478662373,-1.0947974882,0.1370812403
0.8267789728,0.343181456,0.2966127123
0.7551048153,-0.1833659841,0.2188812269
0.8906578473,-0.5488436037,0.4080146521
0.5509968748,0.24802058,0.0921076397
0.6263661289,-0.2835262032,0.125062932
0.9726936825,-0.7631170509,0.6712326548
0.9995327291,0.0052063285,0.9828111443
0.8858410166,-0.3034187193,0.3989921481
0.643633324,-0.2380039997,0.1329912837
0.9072967943,-0.1378482505,0.4411055364
0.8201411378,-0.2935967221,0.2912242058
0.9304013934,0.0948271985,0.5083352335
0.9233941115,0.5013749664,0.4895595367
0.9628961471,-0.0698627931,0.6258411514
0.9709037229,-0.0487710311,0.663611927
0.8780766066,0.2847028861,0.3849240341
0.9181615342,0.0969941518,0.4705358616
0.9994796892,-0.0149667975,0.9562843807
0.9914308548,0.0366467104,0.8029903098
0.9351755373,0.1036024434,0.5250469269
0.898006744,0.1112231467,0.422
0.9869599966,0.1186810071,0.7686534505
0.9950519876,-0.0207773656,0.9022219325
0.9916692318,-0.0310416304,0.811999396
0.2761896134,-0.5547821011,0.0211264826
0.9858167764,0.0459068575,0.7651834473
0.8966765934,0.1116964421,0.4181337548
0.9551945206,-0.1069828943,0.6000749805
0.9973745623,-0.097458694,0.9206682248
0.7875796958,0.1334649364,0.2485577351
1,0.0039098564,0.9806616484
0.9505960378,-0.323964772,0.5782013859
0.9094554829,0.1363569053,0.4465033659
0.3539955669,0.3005634998,0.0347808422
0.3121688351,0.360775857,0.0274500195
0.9916692318,-0.0448931438,0.818108692
0.9994796892,-0.0250610896,0.954755391
0.9916692318,0.2227260694,0.8222109443
0.6761434428,-0.2179588854,0.1562334014
0.4803620445,0.2738700102,0.0666036064
0.9916692318,-0.0287009312,0.8178321897
0.1744292642,0.611347476,0.0094732986
0.8651156378,-0.1279589179,0.3547341449
0.827639468,-0.339982816,0.2980185223
0.9856489845,-0.0600943224,0.7574095452
0.8873757988,0.156495696,0.4018470834
0.9826403897,-0.1330611363,0.737905421
0.8617768093,-0.1413115258,0.3459038594
0.5756104937,-0.4285844528,0.1021058564
0.833350509,3.4539529271,0.3048573226
0.9253540343,-0.6793131487,0.4959205834
0.9999047411,-0.0058622136,0.9958607254
0.9677452854,-0.4089174198,0.651192495
0.9947273519,-0.0520687786,0.8658864471
0.9916692318,-0.269755825,0.8066776902
0.4260456165,-0.8512839375,0.0504422528
0.9941325127,0.0504688318,0.8519568664
0.9400636052,-0.3905661648,0.5391882542
0.3874408057,0.2782939075,0.0418736014
0.9793516072,-0.6175596036,0.708717118
0.9726936825,-0.0670533771,0.6728868194
0.89081832,-0.3260469049,0.4084200118
0.4013576599,-0.9753329353,0.0449828127
0.5001136807,1.250841778,0.0731
0.0540954654,-0.619334066,0.001549095
0.6772236408,-0.459971775,0.1570848556
0.8770938007,-0.2075409685,0.3819043265
0.9699656721,-0.075326418,0.6606598324
0.6749953997,-1.0669059742,0.1551194437
0.971782447,-0.1664795547,0.667398728
0.9994796892,0.0089969326,0.9583425192
0.9447776818,0.1175732717,0.5561192615
0.995,0.0394488755,0.9004078619
0.9975467058,0.0319079561,0.9335932274
0.9999047411,-0.0018130587,0.9989164686
0.8808867773,-0.6762711568,0.3907755354
0.981,0.0426046388,0.7179842964
0.6468187031,0.7622644239,0.1353758581
0.9241860461,-0.1954131163,0.4931669194
0.9731030792,-0.0835290336,0.6745219194
0.5492029352,-0.3354863444,0.0904582301
0.9947273519,0.0246377973,0.8935770337
0.9998049287,0.0016109433,0.9904258956
0.9453307431,-0.3682024744,0.5588327811
0.9701981201,0.0768717406,0.66207924
0.9910042415,-0.0297875617,0.7996760861
0.8555909513,-0.1027386726,0.3375534953
0.5732447555,0.4586676687,0.1011541797
0.9947273519,0.0386717416,0.8601667456
0.9219983226,-0.2731532833,0.4855087437
0.2514481054,-0.7100166929,0.0179144671
0.8283730799,-0.5725580673,0.2993263035
0.9890455612,0.0395391751,0.7872224495
0.9856489845,0.179046471,0.7548049169
0.8858410166,-0.1765670602,0.3981976825
0.9994796892,-0.0079976738,0.9532928559
0.8637587146,-0.291001524,0.3513271844
0.9994796892,-0.0166862321,0.9654508564
0.8349532677,-0.1636495569,0.3068404906
0.9935944417,0.2047860058,0.8417250399
0.7412467053,-0.4452151026,0.204543687
0.9885137993,-0.0362143915,0.77532424
0.9652770039,0.3384841768,0.6310097993
0.7613876871,0.1804963703,0.2236087728
1.3E-09,1.1149206494,2.51E-12
0.9995327291,-0.0028804075,0.9832726244
0.9664389209,-0.1397729073,0.6363618463
0.0850472441,-0.5863639474,0.0029699025
0.9796197351,-0.0783945276,0.7092497183
0.6543792765,0.5045463935,0.1415129639
0.9974488673,-0.0679796234,0.933181524
0.8993978862,-0.1213680066,0.424759515
0.870312777,-0.1684183368,0.3693511782
0.5659451288,-0.2654241756,0.0984410333
0.9538490493,0.5346461297,0.5917056242
0.9688806236,-0.0961712889,0.6554079897
0.9856489845,-0.1113965163,0.7644482399
0.9378004581,0.1145793895,0.5328643034
0.9894172686,0.268881993,0.7898135992
0.8101242846,0.1729144557,0.2747878856
0.9935944417,-0.3568686787,0.8331031517
0.9160752883,-0.1550687672,0.4664917642
0.9979970729,0.0566328895,0.9371627126
0.9527844208,0.0781400536,0.5879282771
0.031189571,-0.6452131625,0.0006898849
0.96628347,0.2718273898,0.6342168006
0.8089421677,-0.8727740976,0.2734828286
0.9995327291,0.0034301613,0.9798030366
0.9817401931,-0.0480744007,0.7312007814
0.9947273519,-0.0488721533,0.8784777466
0.9733959664,-0.0550144137,0.6748987635
0.9432348625,-0.2109522711,0.5498206377
0.8554430409,0.2182135141,0.3364027138
0.8223954857,-0.8435417378,0.2929992014
0.9050852578,-1.5544239278,0.4362319438
0.4086898442,-1.0012753384,0.0463897478
0.932,-0.3392412015,0.5165015599
0.8370788286,-0.1445074377,0.310051328
0.9956129201,-0.1064505347,0.911132113
0.4867928474,-0.8329088962,0.0685701587
0.6169286702,-0.4338733993,0.12098706
0.9508381182,0.0912624705,0.5816856979
0.9807052477,-0.2579648559,0.7165335938
0.3132368349,0.7108346218,0.0276498023
0.888,0.1114012809,0.4024123405
0.9094554829,-0.1318835866,0.4469355636
0.0901181927,0.5341909707,0.0032436142
0.8195909034,0.1414719833,0.2907455634
0.6056820495,0.2055838795,0.1144432946
0.9914308548,-0.0494183857,0.8009386116
0.9527037105,-0.1975630818,0.5874760199
0.8754175273,-0.4182115486,0.3770251353
0.2446869421,-0.8496168722,0.0171669865
0.9856489845,-0.3590286522,0.7553655056
0.8124312142,0.1716960902,0.2791060899
0.9090639126,0.1195035592,0.4443883578
0.9941325127,0.0196403529,0.8547946587
0.7100260722,-0.4544779987,0.1800265847
0.131,0.5097549146,0.0058224691
0.898006744,-0.1904684364,0.4222024539
0.0691103183,-1.0172822628,0.0022383435
0.9954953317,-0.0430939468,0.9061462346
0.963890711,0.1252093377,0.6275590235
0.000255921,0.663420126,0.00000168
0.8639891672,0.5347660655,0.3519244443
0.9947273519,-0.1594539183,0.8885424498
0.6879917815,-0.1941263763,0.1650375955
0.9947273519,0.0339940134,0.8918982055
0.2948390223,-0.5978759567,0.0242084178
0.819718928,-1.9233262011,0.2908555552
0.7953292809,-0.2706512915,0.2567848719
0.9856489845,0.0721998832,0.7623384694
0.7775989431,-1.3415009037,0.2407201231
0.9815957544,0.0633626641,0.7199370461
0.8416840846,0.3015107356,0.3162848682
0.7216378955,-0.461381153,0.1882214846
0.8167752369,-0.2566924323,0.2865285781
0.8759914059,0.2039400591,0.3778697457
0.9676350952,-0.1191474077,0.6505761188
0.6726149415,-0.2220279475,0.1534542477
0.9216829648,-0.139076649,0.4840496542
0.8634481074,-0.36209583,0.3507251693
0.945654101,-0.1551031414,0.5617605469
0.0650659525,-0.6178968972,0.0020463618
0.9346126361,0.0869012902,0.522366031
0.9137769909,0.3071329982,0.4587833623
0.2056182571,0.4014907387,0.0125275466
0.2865552586,-0.8055586108,0.0229191093
0.9999047411,-0.0159949577,0.9932060517
0.9314660656,0.1183452183,0.5151959617
0.4879940734,-0.5610958154,0.0691730515
0.4224287239,0.3521511975,0.0493460898
0.9109428794,-0.4602620238,0.4508892483
0.0900226157,0.5017167669,0.0032312848
0.7993983455,0.1548229797,0.2626274309
0.9973745623,0.01500004,0.9305976542
0.9676291867,0.0726478683,0.6458143239
0.9508381182,-0.4739427117,0.5830185933
0.9994796892,0.0059812435,0.9699642025
0.9800078258,0.1571849709,0.7131810695
0.7200953466,-0.398312286,0.1862727504
0.9947273519,0.1433270421,0.8822521956
0.6753659817,-0.3769550754,0.1553535158
0.9749882445,0.4107670282,0.6890758907
0.7222795303,0.2835476805,0.188504473
0.9282624899,-0.30265825,0.5029019177
0.9055119729,0.1625702149,0.4371619747
0.6420368312,-0.3191801249,0.1322181875
0.9894172686,-0.0502754683,0.7901719235
0.919794267,0.1509218512,0.4750690643
0.9739822423,-0.1173912839,0.6770152473
0.9995327291,-0.0050806771,0.9748574338
0.994,0.0391499911,0.8533379787
0.310943124,-0.7065722735,0.027111956
0.9941325127,0.1552983858,0.8555213635
0.9749882445,0.5086948924,0.6903128099
0.8234408005,-0.2807027299,0.2935587469
0.9264316028,-0.1935629682,0.4984571758
0.762794791,0.1741197755,0.2254307993
0.5590871978,0.2401173985,0.0954255148
0.7100260722,-0.3267640747,0.1802122544
0.7518920766,0.793384547,0.2144603795
0.9862000996,0.1946820401,0.7659192044
0.3278047949,-0.6838081816,0.0297312831
0.8698468682,0.6139993221,0.3675867373
0.7394921326,-0.2278679256,0.2028911712
0.2514481054,-0.6128261405,0.0179103711
0.9208112216,-0.3554187802,0.4786612662
0.9306000498,0.0988435807,0.5110279344
0.274844473,0.4031238611,0.0208976246
0.992,-0.1533295555,0.8211297333
0.9994796892,0.0369436304,0.9554865061
0.9800078258,0.0503936699,0.7119243222
0.9253540343,0.1102439569,0.4959106965
0.8118667216,0.1640186879,0.2785054795
0.9726936825,0.0642731879,0.6708874678
0.8106451736,-0.5629949732,0.2760830783
0.9737935022,0.0489553608,0.675991737
0.4983180084,0.2433104448,0.0724325179
0.9432348625,0.2277026525,0.551638757
0.9538490493,-0.0987348309,0.5917163221
0.6478662373,-0.2823930183,0.1376120196
0.9995327291,-0.0063032717,0.9842332212
0.8759914059,0.1189214599,0.3778923203
0.7095091533,0.168735117,0.1784921486
0.9856489845,-0.4855257484,0.7553892601
0.2350349622,-0.3309891274,0.0159015545
0.6602597181,0.1947575539,0.1455727611
0.9994796892,0.0321219702,0.9610699019
0.3313207969,-0.339746328,0.0303744181
0.9349539763,-0.0948686516,0.5230896177
0.9941325127,-0.1160179129,0.8473076306
0.9216576025,-0.095455724,0.481732405
0.9916692318,-0.1052518208,0.8225892566
0.8664021672,-0.1564005157,0.3571599594
0.9994796892,-0.0205238268,0.9521019346
0.637100996,-0.3269722591,0.1299719311
0.9916692318,0.2961211572,0.8153754497
0.6546596376,0.3260371797,0.1421946481
0.9050852578,-0.1272883842,0.4339149563
0.7282271774,-0.3396051873,0.1938894254
0.9306000498,-0.0992799088,0.5109569895
0.9885137993,-0.0504925382,0.7754575052
0.0982443874,0.4341913024,0.003681618
0.9885137993,0.1022685615,0.7759036936
0.8501212561,0.2569761488,0.3291156838
0.9887118626,0.4405953477,0.7776278451
0.9432348625,-0.0995798384,0.5516522275
0.9995327291,-0.004845852,0.9736108527
0.9050852578,0.0904762186,0.4322238325
0.6468906982,0.2578967238,0.1356764928
0.0006118676,0.8389151289,0.00000453
0.9885824476,-0.0671015104,0.7766213242
0.9995327291,0.0059165688,0.9724320646
0.9478591501,0.4142801292,0.5701890993
0.2501967851,-0.763744786,0.0177882577
0.9916692318,-0.0934447003,0.8234110568
0.9726936825,0.0869868893,0.6725443451
0.6622682739,-0.2286505401,0.1465530959
0.8749635705,-0.3764725321,0.3762561513
0.9830961358,-0.0448602259,0.7413499233
0.8553413501,-0.1567916534,0.3357675429
0.3838568227,-0.2655663065,0.0411570563
0.8179615806,-0.1432359993,0.2881079251
0.6185614541,0.2269366376,0.1216722047
0.0010076509,0.9047107962,0.00000826
0.9823470815,0.4378767163,0.7358818051
0.8779426246,0.2208470864,0.383382949
0.9739822423,-0.1920144763,0.6784780187
0.9994796892,-0.0443420518,0.959856084
0.2739395393,0.3537825538,0.0206800413
0.3016803164,0.6402617219,0.0255446698
0.9816638864,0.2279505188,0.7276178406
0.000000273,0.8915353828,8.32E-10
0.9316414605,0.1804629791,0.5155444598
0.8949421043,-0.1191559473,0.4148602403
0.9567955747,-0.2983297883,0.6053312183
0.9947273519,-0.0230543169,0.885647126
0.9327470741,0.2040288831,0.5177029758
0.5991083515,0.2310315768,0.1109832396
0.9994796892,0.0586985969,0.9628461985
0.9659716579,-0.1151232309,0.6325958891
0.9994796892,-0.0562066527,0.9508690518
0.9283024116,-0.0957497914,0.5044494118
0.9856489845,-0.1381659857,0.7632775029
0.9691465371,-0.0811084554,0.6565323783
0.1276302083,0.4238887518,0.0055957157
0.9935944417,0.0689042468,0.8408412746
0.9664389209,-0.2668682624,0.6367799225
0.00122,0.7175094467,0.0000107
0.7649292151,-0.4474098388,0.2275749417
0.2950522386,1.0769872168,0.0243278976
0.0086032718,-0.6618637547,0.0001278555
0.8698881512,-0.4081581647,0.3680749083
0.3812305022,-0.3249475245,0.0402931493
0.8089421677,0.1397176942,0.2734394461
0.7685183053,-0.3841325664,0.230403383
0.703135562,-0.1934377395,0.1741181883
0.9208112216,0.1220921454,0.4776623392
0.7579628444,-0.1918735828,0.220953453
0.7443727739,-0.4190479303,0.2073293758
0.9330823681,-0.1591082843,0.518553132
0.7613876871,-0.1865114155,0.2235925426
0.7984933189,-0.2087036406,0.261275941
0.1311028201,0.4627455143,0.0058644789
0.9947273519,0.1731326577,0.8678255439
0.718601035,-0.1970078286,0.1854054886
0.9928067055,-0.2026718955,0.8296754368
0.4885457647,0.4113894424,0.069386205
0.3105278227,-0.6756116815,0.0270604131
0.9686655077,0.0682615656,0.6542748103
0.9772821719,-0.3385809061,0.7023272409
0.9889591608,0.3932224841,0.7866242103
0.9995327291,0.0097622656,0.9777687856
0.9941325127,0.0238000832,0.8491155996
0.9959164045,0.056041044,0.9141521713
0.9947273519,-0.0176306604,0.8962185562
0.5007523036,-0.4984998732,0.0736247492
0.0001940642,0.9277864223,0.00000119
0.6465658508,-0.4865991827,0.1351933632
0.9838561332,0.0949800849,0.7481173253
0.9999047411,-0.0027237695,0.994484329
0.982,-0.1179353386,0.7262925888
0.4321961062,-0.3419776603,0.0517799752
0.1170347843,0.5261640876,0.0048480391
0.8664021672,1.0281609634,0.3579686427
0.7366388137,0.2421668999,0.2015263981
0.9841384795,-0.124489007,0.7488759837
0.955153316,-0.0866282487,0.5994064466
0.9813375857,0.0597950027,0.7189724713
0.7535693544,-0.1889155164,0.2173561185
0.9815957544,0.0614773733,0.719749784
0.905,0.6372976261,0.4360465368
0.986,0.2748431216,0.755564207
0.9994796892,0.0088242756,0.9641129427
0.8664021672,-0.2089517866,0.3585759937
0.4202057891,0.5829826679,0.0487549918
0.997,0.1066901739,0.9266566803
0.5817551471,-0.2696410836,0.104666523
0.9999047411,-0.0038844217,0.9966648869
0.6353026251,-0.7165567838,0.129325206
0.9221559175,-0.4214029779,0.4874369611
0.7623501502,1.2100978969,0.2244649358
0.8416840846,-0.2114456789,0.3164179307
0.890923252,-0.9350959816,0.4085560958
0.6182167836,-0.4541761748,0.121390745
0.6753817706,-0.5150770601,0.1554613328
0.3288388035,-0.7622852359,0.0298537973
0.9939795221,-0.0320163738,0.8453291828
0.1151878997,0.5768171509,0.0047260366
0.9485256906,-0.3443123483,0.5730355876
0.9431156817,-0.3361369603,0.548808207
0.4803868497,-0.2796058166,0.0666716419
0.9994796892,-0.0738733847,0.9570191276
0.8452555513,-0.1380676538,0.3215416037
0.9127830404,0.109467763,0.4568352087
0.9208112216,0.189276842,0.4780544979
0.4233637943,-0.7495469717,0.0497510431
0.9483878504,-0.2357597073,0.5711911011
0.6279769303,-0.2990233226,0.1260310802
0.9831211826,-0.266408272,0.7435296867
0.8993978862,-0.1140764402,0.4248730521
0.7820856267,0.1559853277,0.2445531964
0.9769971693,-0.1172387301,0.6988382199
0.9665745094,0.3406513986,0.6386268733
0.914476816,0.3733466487,0.4594959295
0.1779980065,-0.4344372436,0.0099378443
0.9978541576,-0.0747274803,0.936519737
0.0133277183,0.6253758889,0.000227678
0.9746626592,0.14814971,0.6849683169
0.9999047411,0.0039524519,0.9975911638
0.6554070855,-0.391116044,0.142543113
0.8388275334,0.3959937517,0.3133489246
0.5001136807,0.5879953384,0.0732614442
0.5612759539,-0.5076934864,0.0965477113
0.6243700054,-1.3566773819,0.123984157
0.5006867103,0.5691420146,0.073468989
0.9994796892,-0.0073650612,0.949966097
0.9995327291,0.0183797155,0.9805610306
0.9760391909,-0.4915881517,0.6937893797
0.7550614719,0.1623273582,0.2188031203
0.8138520224,-0.3069373208,0.2816012553
0.6812320946,0.4244278589,0.1603690445
0.0104102226,0.642187051,0.0001660167
0.7887427194,-0.1440837996,0.2492506033
0.9160752883,0.1486272486,0.4653259107
0.3812305022,-0.9117983246,0.0402832841
0.8975701905,0.3181263331,0.4208662042
0.7768532587,0.201953703,0.2401057272
0.9774421606,0.0698638244,0.7027525364
0.0119361474,-1.441629722,0.0001968339
0.869325085,-0.1657770114,0.3651818399
0.4962767534,-0.7215473263,0.0718146111
0.9907892138,-0.1432371586,0.7969192685
0.9745806468,0.0577787279,0.68183045
0.6279769303,-0.4023074963,0.1260949617
0.9611683017,-0.6022685841,0.6217649397
0.351220234,-0.6796038625,0.0341510515
0.000983421,-1.3442914796,0.00000796
0.9256864217,-0.8661171033,0.496435564
0.7443727739,0.443365831,0.2079971746
0.60352684,-0.2423410432,0.1130456454
0.0079662273,0.8242381729,0.0001122088
0.9826403897,-0.1723847677,0.7387173245
0.3104978115,0.2803242874,0.0270424676
0.00000189,0.9332762472,6.42E-09
0.3412252481,-0.6873515325,0.0323805138
0.8883921777,-0.1628338446,0.4032723255
0.9887610293,-0.3588653232,0.7831063173
0.6009110976,-0.3948654899,0.1120408751
0.9476937458,-0.397830958,0.5691634877
0.8762019383,-0.6263957978,0.3792878212
0.357770286,-0.3365715141,0.0356639779
0.7145563686,-0.1486412636,0.1832431015
0.5717209346,-0.2065225674,0.1005997152
0.9832003854,0.1080914291,0.745202416
0.8179528155,0.1404456228,0.2880073659
0.9916692318,-0.0425594619,0.8062736503
0.9378004581,-0.0941115986,0.5330627548
0.9994796892,-0.0998639155,0.9545503929
0.6597811917,-0.4382802356,0.1450879911
0.1802832396,0.3513060034,0.0101739776
0.8106451736,-0.1606657852,0.2766884219
0.9749882445,-0.0739477389,0.6868766856
0.9306000498,0.1690785204,0.5120695786
0.9486993309,-0.108737255,0.5751473829
0.9275050129,0.2715309464,0.5003465324
0.9826403897,-0.4701620649,0.7382350844
0.9947273519,0.0228793346,0.8801331899
0.9233941115,-0.183976949,0.4901572832
0.8664021672,-0.2120383587,0.3603892763
0.0439380096,-0.7767012752,0.0011280619
0.9887610293,-0.0541543605,0.7824963823
0.5882719537,-0.3715591921,0.1070756759
0.9947273519,-0.2774378835,0.8800640389
0.4485130812,-0.3734315339,0.0561803934
0.5968976981,-0.4691855949,0.1103968982
0.7261924399,-0.4368389776,0.1919880589
0.9995327291,-0.0031954028,0.9818423725
0.9377551687,-0.1834247059,0.5316600475
0.9486993309,0.0734784946,0.5754577781
0.7715644696,-0.7155026135,0.234833029
0.9973745623,-0.0380485958,0.9207059989
0.6673702567,1.5808916124,0.1494197563
0.2629791715,-0.4580550763,0.0191735408
0.8370788286,-0.3281597917,0.3105052454
0.9869599966,-0.0527775072,0.7678887389
0.9941325127,0.0758357631,0.8469284974
0.9994796892,0.0049877706,0.9682262438
0.8949421043,0.2296883734,0.414784026
0.9440816985,-0.0771807383,0.5548908538
0.9216899322,-0.6612056377,0.4842236911
0.3721955365,-0.3872114576,0.0386271856
0.4014795094,-0.274628665,0.0450361136
0.7466746427,-0.2326803467,0.2099263457
0.9856489845,0.0461713369,0.7634003932
0.9402907355,0.2145354003,0.5409434013
0.8308476606,-0.5966550335,0.3016450261
0.538939715,-0.2590317331,0.0866157417
0.2937546809,-0.466740668,0.0240583823
0.5740401832,-0.2418908712,0.1013795663
0.9819264495,-0.3480661019,0.7347030141
0.8167752369,0.1595527714,0.286258588
0.9941325127,-0.0621859816,0.8531486607
0.9947273519,0.1038218828,0.8762814436
0.9947273519,0.0493748051,0.8742973895
0.9508381182,-0.4549656747,0.5824246153
0.949329153,0.0766546292,0.5769843919
0.9944858979,-0.0672952717,0.8564974982
0.9739822423,-0.0586061061,0.6795849675
0.757104612,0.2213403116,0.2203954178
0.7618267832,-0.3014494711,0.224110751
0.0080214735,-0.5256476105,0.000117625
0.9994796892,0.0538010258,0.9598479617
0.9973745623,0.0174781814,0.9230446341
0.9306000498,0.1698918561,0.5116292904
0.9282043409,-0.5281464659,0.5019797596
0.9676350952,0.0661759198,0.6495433095
0.9306000498,-0.3270109266,0.5110923962
0.955153316,-0.1784416472,0.5965883091
0.7681524477,0.2449797813,0.2297934077
0.9916692318,0.037458654,0.8188139018
0.9856489845,-0.0481244964,0.7575740317
0.0257410348,-1.0378050497,0.0005325118
0.6952884781,-0.6282694049,0.16991377
0.8777680427,-0.3370492757,0.3829346512
0.8893019018,0.150131132,0.406188007
0.9815512233,0.058325423,0.7195286486
0.9770103795,-0.1721393979,0.7014793803
0.993985988,0.03108538,0.8457272899
0.9672957024,-0.1680907576,0.6440791666
0.0617273225,-0.4037719334,0.0018651684
0.93642937,-0.0922074394,0.5286109584
0.9941325127,0.0234745658,0.8538886363
0.9050852578,-0.4279203536,0.4340245888
0.9371500544,-0.0766276413,0.5305303902
0.9994796892,0.0612329931,0.9512031946
0.6376020885,-0.5234990474,0.1302908727
0.9994796892,0.0156449824,0.9535540487
0.3730987958,-0.3937914563,0.0388314536
